year,Base case cost,Modeled residential energy efficiency
2017,94708.7618862,90519.9691586
2018,98856.032427,94089.74582
2019,104484.471018,98989.5556226
2020,107150.573509,101239.401744
2021,109076.091974,102829.165139
2022,110409.143219,103891.433852
2023,111297.84405,104558.797708
2024,112038.428075,105096.512178
2025,100077.513354,92920.2188741
2026,101128.265857,93727.5618729
2027,101916.330234,94305.9300309
2028,102573.050547,94771.1487139
2029,103492.458987,95470.8271631
2030,104149.179301,95941.3379603
2031,105068.587741,96646.1844897
2032,106119.340243,97469.4157409
2033,107170.092745,98295.0821029
2034,108220.845247,99123.1265032
2035,108877.565561,99605.8197064
2036,109928.318064,100438.454285
