year,Base case cost,Modeled diesel efficiency
2019,21458.7704009,169273.640738
2020,22578.3584218,166781.315194
2021,23386.9497702,164088.53414
2022,23946.7437807,161249.914252
2023,24319.9397877,158320.117406
2024,24630.9364602,155410.394434
2025,24565.4634765,152233.249306
2026,25054.3284213,149633.117072
2027,25420.9771299,146993.235919
2028,25726.5177204,144367.486249
2029,26154.2745471,141920.893372
2030,26459.8151376,139429.650989
2031,26887.5719643,137114.412846
2032,27376.4369091,134918.105088
2033,27865.3018539,132783.689431
2034,28354.1667987,130709.715318
2035,28659.7073892,128528.107612
2036,29148.572334,126570.799935
2037,29454.1129245,124503.124319
2038,29942.9778693,122657.078456
