year,Base case diesel consumed,Modeled diesel efficiency
2019,6219.93344953,5654.48495412
2020,6219.93344953,5654.48495412
2021,6219.93344953,5654.48495412
2022,6219.93344953,5654.48495412
2023,6219.93344953,5654.48495412
2024,6219.93344953,5654.48495412
2025,6110.81181007,5555.2834637
2026,6110.81181007,5555.2834637
2027,6110.81181007,5555.2834637
2028,6110.81181007,5555.2834637
2029,6110.81181007,5555.2834637
2030,6110.81181007,5555.2834637
2031,6110.81181007,5555.2834637
2032,6110.81181007,5555.2834637
2033,6110.81181007,5555.2834637
2034,6110.81181007,5555.2834637
2035,6110.81181007,5555.2834637
2036,6110.81181007,5555.2834637
2037,6110.81181007,5555.2834637
2038,6110.81181007,5555.2834637
