year,Base case diesel consumed,Modeled residential energy efficiency
2017,8264.38213513,6719.09254476
2018,8264.38213513,6719.09254476
2019,8264.38213513,6719.09254476
2020,8264.38213513,6719.09254476
2021,8264.38213513,6719.09254476
2022,8264.38213513,6719.09254476
2023,8264.38213513,6719.09254476
2024,8264.38213513,6719.09254476
2025,7241.83774785,5696.54815748
2026,7241.83774785,5696.54815748
2027,7241.83774785,5696.54815748
2028,7241.83774785,5696.54815748
2029,7241.83774785,5696.54815748
2030,7241.83774785,5696.54815748
2031,7241.83774785,5696.54815748
2032,7241.83774785,5696.54815748
2033,7241.83774785,5696.54815748
2034,7241.83774785,5696.54815748
2035,7241.83774785,5696.54815748
2036,7241.83774785,5696.54815748
