year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42410.25,154407.77,55446.4,15219.6,20891.5,39262.36
2018,45149.04,164367.75,57760.43,15926.62,21866.97,41095.6
2019,48865.14,177884.86,60900.9,16887.25,23190.82,43583.58
2020,50627.06,184287.7,62388.48,17340.46,23817.91,44762.09
2021,51900.79,188911.97,63462.85,17666.45,24270.8,45613.24
2022,52783.69,192113.39,64206.65,17890.95,24584.35,46202.49
2023,53374.15,194247.67,64702.51,18038.59,24793.38,46595.33
2024,53866.64,196026.24,65115.73,18161.14,24967.57,46922.7
2025,54456.15,198160.52,57493.53,18309.86,25176.6,42583.98
2026,55239.91,201006.22,58072.88,18510.65,25455.3,43055.39
2027,55828.21,203140.5,58507.39,18660.72,25664.33,43408.94
2028,56317.73,204919.07,58869.48,18786.58,25838.52,43703.57
2029,57003.4,207409.06,59376.41,18962.42,26082.39,44116.05
2030,57493.49,209187.63,59738.5,19087.67,26256.58,44410.68
2031,58179.1,211677.62,60245.43,19263.6,26500.45,44823.16
2032,,,60824.78,,,45294.56
2033,,,61404.12,,,45765.97
2034,,,61983.47,,,46237.37
2035,,,62345.56,,,46532.0
2036,,,62924.91,,,47003.41
