year,Base case cost,Modeled non-residential energy efficiency
2017,4631860.53848,4252411.3179
2018,4783756.22984,4404307.00927
2019,4992070.32085,4612621.10028
2020,5096227.36636,4716778.14579
2021,5165665.3967,4786216.17612
2022,5217743.91945,4838294.69888
2023,5256802.81152,4877353.59094
2024,5287181.94979,4907732.72921
2025,5321900.96496,4942451.74438
2026,5369639.61082,4990190.39024
2027,5408698.50288,5029249.28231
2028,5439077.64115,5059628.42058
2029,5482476.41012,5103027.18954
2030,5504175.7946,5124726.57402
2031,5551914.44045,5172465.21988
