year,Base case diesel consumed,Modeled residential ashp
2017,375975.764537,56369.8999191
2018,381264.333793,61658.4691742
2019,385230.760734,65624.8961155
2020,389197.187675,69591.3230569
2021,393163.614617,73557.7499982
2022,397130.041558,77524.1769396
2023,401096.468499,81490.6038809
2024,405062.895441,85457.0308223
2025,409029.322382,89423.4577636
2026,411673.60701,92067.7423912
2027,415640.033951,96034.1693325
2028,416962.176265,97356.3116463
2029,422250.74552,102644.880901
2030,427539.314775,107933.450157
2031,431505.741716,111899.877098
