year,Base case cost,Modeled residential energy efficiency
2017,1877674.19493,1952555.80597
2018,2015373.04836,2061328.92306
2019,2191937.81513,2198224.10856
2020,2292336.65314,2278788.15593
2021,2367616.58758,2340844.89662
2022,2430471.93993,2393782.85365
2023,2483907.70345,2439780.57068
2024,2531063.74107,2481151.46104
2025,2582168.85975,2525644.98283
2026,2636369.23674,2570754.41412
2027,2692097.78488,2619044.91577
2028,2724986.72526,2646148.70888
2029,2793506.2524,2706403.73992
2030,2844752.98517,2753518.22465
2031,2910076.80559,2809751.09936
2032,2950425.93353,2841009.28159
2033,2990775.06146,2872267.46382
2034,3043622.95075,2915197.95778
2035,3069378.34251,2935168.20227
2036,3113530.44266,2969402.90711
