year,Base case cost,Modeled water and wastewater efficiency
2017,48840.9436848,87512.2358455
2018,52239.9177711,89728.422332
2019,56838.5078168,92723.8909699
2020,59233.7069794,94286.2057928
2021,60902.3872995,95376.1532535
2022,62255.6577445,96262.2349066
2023,63248.0592792,96911.4120812
2024,64131.6282245,97491.6919947
2025,65105.5164615,98130.4852259
2026,66330.0348304,98931.310957
2027,67339.0288385,99591.219579
2028,68120.5795167,100102.240098
2029,69354.0120883,100910.960413
2030,70143.4557872,101431.608419
2031,71387.9191868,102245.205622
