year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,433987.689611,321150.890312
2018,433987.689611,321150.890312
2019,433987.689611,321150.890312
2020,433987.689611,321150.890312
2021,433987.689611,321150.890312
2022,433987.689611,321150.890312
2023,433987.689611,321150.890312
2024,433987.689611,321150.890312
2025,433987.689611,321150.890312
2026,433987.689611,321150.890312
2027,433987.689611,321150.890312
2028,433987.689611,321150.890312
2029,433987.689611,321150.890312
2030,433987.689611,321150.890312
2031,433987.689611,321150.890312
