year,Base case cost,Modeled residential energy efficiency
2017,615978.96921,615604.181527
2018,620842.552945,620254.556942
2019,627523.619391,626662.328408
2020,630635.149792,629621.973339
2021,632801.589183,631669.475901
2022,634400.973969,633170.108184
2023,635513.273388,634201.119517
2024,636422.014744,635036.458705
2025,637519.774301,636055.449534
2026,638835.631784,637286.168343
2027,639962.471065,638335.194414
2028,640871.21242,639174.405494
2029,642114.370595,640337.676671
2030,666707.172153,664867.649851
2031,668174.856656,666253.778004
2032,669682.208308,667679.197753
2033,671149.89281,669067.004599
2034,672704.84504,670540.194451
2035,673688.590329,671460.606221
2036,675299.076567,672989.178691
