year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,135910.0,103955.971095
2018,135910.0,103955.971095
2019,135910.0,103955.971095
2020,135910.0,103955.971095
2021,135910.0,103955.971095
2022,135910.0,103955.971095
2023,135910.0,103955.971095
2024,135910.0,103955.971095
2025,135910.0,103955.971095
2026,135910.0,103955.971095
2027,135910.0,103955.971095
2028,135910.0,103955.971095
2029,135910.0,103955.971095
2030,137203.0,105248.971095
2031,137203.0,105248.971095
2032,137203.0,105248.971095
2033,137203.0,105248.971095
2034,137203.0,105248.971095
2035,137203.0,105248.971095
2036,137203.0,105248.971095
