year,Base case cost,Modeled non-residential energy efficiency
2017,2187455.13527,1888473.37183
2018,2229729.02441,1927412.22093
2019,2287800.33101,1982096.9514
2020,2314845.50972,2006064.1111
2021,2333676.03134,2021947.32185
2022,2347577.75871,2033005.4848
2023,2357245.7782,2039926.77715
2024,2365144.48693,2045155.05376
2025,2374686.12708,2052074.72699
2026,2386123.45733,2060935.16936
2027,2395917.85616,2068223.69797
2028,2403816.56489,2073688.13992
2029,2414621.99844,2082092.47301
2030,2421256.91377,2086412.82742
2031,2432947.0027,2095802.34665
