year,Base case diesel consumed,Modeled residential energy efficiency
2017,13286.1072634,12796.1659306
2018,13286.1072634,12796.1659306
2019,13286.1072634,12796.1659306
2020,13286.1072634,12796.1659306
2021,13286.1072634,12796.1659306
2022,13286.1072634,12796.1659306
2023,13286.1072634,12796.1659306
2024,13286.1072634,12796.1659306
2025,13286.1072634,12796.1659306
2026,13286.1072634,12796.1659306
2027,13286.1072634,12796.1659306
2028,13286.1072634,12796.1659306
2029,13286.1072634,12796.1659306
2030,14579.2198095,14089.2784766
2031,14579.2198095,14089.2784766
2032,14579.2198095,14089.2784766
2033,14579.2198095,14089.2784766
2034,14579.2198095,14089.2784766
2035,14579.2198095,14089.2784766
2036,14579.2198095,14089.2784766
