year,Base case cost,Modeled biomass for heat (cordwood)
2017,602754.478458,715794.294959
2018,648216.373458,748818.84474
2019,710667.018458,794878.876597
2020,739751.758458,815457.742627
2021,760002.348458,829318.557534
2022,774952.448458,839163.260463
2023,785349.563458,845562.714621
2024,793843.938458,850543.187777
2025,804105.143458,856910.637982
2026,816404.998458,864872.143981
2027,826938.023458,871516.124909
2028,835432.398458,876633.874254
2029,847052.703458,884174.942928
2030,862314.422841,896443.483173
2031,875005.700341,904894.254574
2032,888039.985341,913638.259926
2033,900731.262841,922148.548643
2034,914177.156841,931266.423291
2035,922683.742841,936623.378516
2036,936609.847341,946165.054372
