year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,122624.06,13286.11
2018,0.0,0.0,122624.06,13286.11
2019,0.0,0.0,122624.06,13286.11
2020,0.0,0.0,122624.06,13286.11
2021,0.0,0.0,122624.06,13286.11
2022,0.0,0.0,122624.06,13286.11
2023,0.0,0.0,122624.06,13286.11
2024,0.0,0.0,122624.06,13286.11
2025,0.0,0.0,122624.06,13286.11
2026,0.0,0.0,122624.06,13286.11
2027,0.0,0.0,122624.06,13286.11
2028,0.0,0.0,122624.06,13286.11
2029,0.0,0.0,122624.06,13286.11
2030,0.0,0.0,122624.06,14579.22
2031,0.0,0.0,122624.06,14579.22
2032,0.0,0.0,122624.06,14579.22
2033,0.0,0.0,122624.06,14579.22
2034,0.0,0.0,122624.06,14579.22
2035,0.0,0.0,122624.06,14579.22
2036,0.0,0.0,122624.06,14579.22
2037,0.0,0.0,122624.06,14579.22
2038,0.0,0.0,122624.06,14579.22
2039,0.0,0.0,122624.06,14579.22
2040,0.0,0.0,122624.06,14579.22
