year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,122624.062622,90741.8063406
2018,122624.062622,90741.8063406
2019,122624.062622,90741.8063406
2020,122624.062622,90741.8063406
2021,122624.062622,90741.8063406
2022,122624.062622,90741.8063406
2023,122624.062622,90741.8063406
2024,122624.062622,90741.8063406
2025,122624.062622,90741.8063406
2026,122624.062622,90741.8063406
2027,122624.062622,90741.8063406
2028,122624.062622,90741.8063406
2029,122624.062622,90741.8063406
2030,122624.062622,90741.8063406
2031,122624.062622,90741.8063406
