year,Base case cost,Modeled non-residential energy efficiency
2017,970993.202826,1086472.2259
2018,994872.818884,1104763.54282
2019,1027550.18823,1131983.58879
2020,1042632.051,1141736.0342
2021,1053315.03713,1147214.51119
2022,1060855.96852,1149672.91412
2023,1066511.66706,1150365.20597
2024,1070910.5437,1149917.00573
2025,1076566.24224,1150839.23079
2026,1083478.76268,1153129.21854
2027,1088506.05027,1153642.31402
2028,1093533.33786,1154261.2109
2029,1099817.44735,1156240.25132
2030,1102959.50209,1155178.13707
2031,1109872.02253,1157985.02371
