year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,12472.2338027,8106.95197175
2018,12479.6697139,8111.78531404
2019,12486.5129994,8116.23344963
2020,12492.9967863,8120.44791108
2021,12499.3651439,8124.58734352
2022,12505.1770392,8128.36507546
2023,12510.5552408,8131.86090653
2024,12515.9732088,8135.38258573
2025,12521.1274911,8138.7328692
2026,12526.3787873,8142.14621174
2027,12531.7878145,8145.66207945
2028,12537.2648983,8149.22218391
2029,12542.0583475,8152.33792585
2030,12546.9541483,8155.52019641
2031,12552.1874296,8158.92182921
