year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,12472.23,62841.09,630.28
2018,,12479.67,62841.09,643.0
2019,,12486.51,62841.09,649.36
2020,,12493.0,62841.09,662.07
2021,,12499.37,62841.09,668.43
2022,,12505.18,62841.09,674.79
2023,,12510.56,62841.09,681.14
2024,,12515.97,62841.09,687.5
2025,,12521.13,62841.09,700.22
2026,,12526.38,62841.09,706.58
2027,,12531.79,62841.09,712.93
2028,,12537.26,62841.09,719.29
2029,,12542.06,62841.09,725.65
2030,,12546.95,62841.09,732.01
2031,,12552.19,62841.09,738.36
2032,,12558.31,62841.09,744.72
2033,,12564.69,62841.09,757.44
2034,,12571.15,62841.09,763.79
2035,,12577.55,62841.09,776.51
2036,,12583.72,62841.09,782.87
2037,,12589.73,62841.09,789.23
2038,,12596.04,62841.09,795.58
2039,,12602.65,62841.09,808.3
2040,,12609.56,62841.09,814.66
