year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,5250288
2004,,0,0,0,0,0,5174156
2005,,0,0,0,0,0,4766589
2006,,0,0,0,0,0,4856475
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,1880989,0,0
2010,,0,0,0,5581126,0,0
2011,,0,0,0,4458675,0,1502125
2012,,0,0,0,3907728,0,1408072
2013,,0,0,0,6029516,0,277329
2014,start of forecast,0,0,0,5971000,0,0
2015,,0,0,0,5985000,0,0
2016,,0,0,0,5998000,0,0
2017,,0,0,0,6011000,0,0
2018,,0,0,0,6022000,0,0
2019,,0,0,0,6033000,0,0
2020,,0,0,0,6043000,0,0
2021,,0,0,0,6053000,0,0
2022,,0,0,0,6062000,0,0
2023,,0,0,0,6071000,0,0
2024,,0,0,0,6079000,0,0
2025,,0,0,0,6088000,0,0
2026,,0,0,0,6096000,0,0
2027,,0,0,0,6104000,0,0
2028,,0,0,0,6113000,0,0
2029,,0,0,0,6121000,0,0
2030,,0,0,0,6128000,0,0
2031,,0,0,0,6136000,0,0
2032,,0,0,0,6146000,0,0
2033,,0,0,0,6156000,0,0
2034,,0,0,0,6166000,0,0
2035,,0,0,0,6176000,0,0
2036,,0,0,0,6186000,0,0
2037,,0,0,0,6196000,0,0
2038,,0,0,0,6206000,0,0
2039,,0,0,0,6216000,0,0
2040,,0,0,0,6227000,0,0
