year,Base case cost,Modeled residential energy efficiency
2017,134815.957452,134028.459302
2018,142420.730254,141268.94153
2019,152790.874983,151142.326386
2020,157399.828196,155530.497433
2021,160626.095446,158602.217165
2022,163161.019713,161015.711241
2023,164774.153338,162551.571108
2024,166156.839302,163868.022422
2025,155824.684194,153458.593556
2026,157536.438658,155082.035154
2027,159034.223814,156502.546552
2028,160318.039662,157720.12775
2029,174452.955085,171766.730307
2030,175605.193389,172863.773068
2031,177448.774674,174619.041487
2032,179522.80362,176593.718458
2033,168448.873366,165431.475338
2034,170374.597138,167257.847135
2035,171658.412986,168475.428333
2036,173584.136758,170301.800131
