year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,39541.0,29237.2472013
2018,39541.0,29237.2472013
2019,39541.0,29237.2472013
2020,39541.0,29237.2472013
2021,39541.0,29237.2472013
2022,39541.0,29237.2472013
2023,39541.0,29237.2472013
2024,39541.0,29237.2472013
2025,39541.0,29237.2472013
2026,39541.0,29237.2472013
2027,39541.0,29237.2472013
2028,39541.0,29237.2472013
2029,39541.0,29237.2472013
2030,39541.0,29237.2472013
2031,39541.0,29237.2472013
2032,,
2033,,
2034,,
2035,,
2036,,
