year,Base case diesel consumed,Modeled non-residential ashp
2017,39540.8053434,27678.563776
2018,39540.8053434,27678.563776
2019,39540.8053434,27678.563776
2020,39540.8053434,27678.563776
2021,39540.8053434,27678.563776
2022,39540.8053434,27678.563776
2023,39540.8053434,27678.563776
2024,39540.8053434,27678.563776
2025,39540.8053434,27678.563776
2026,39540.8053434,27678.563776
2027,39540.8053434,27678.563776
2028,39540.8053434,27678.563776
2029,39540.8053434,27678.563776
2030,39540.8053434,27678.563776
2031,39540.8053434,27678.563776
