year,Base case cost,Modeled biomass for heat (cordwood)
2017,201083.901794,238144.673115
2018,214132.431794,247792.964691
2019,231925.881794,260949.725932
2020,239834.081794,266797.175372
2021,245369.821794,270890.38998
2022,249719.331794,274106.487172
2023,252487.201794,276153.094476
2024,254859.661794,277907.329308
2025,257627.531794,279953.936612
2026,260790.811794,282292.916389
2027,263558.681794,284339.523693
2028,265931.141794,286093.758525
2029,269094.421794,288432.738301
2030,271071.471794,289894.600661
2031,274234.751794,292233.580437
2032,,
2033,,
2034,,
2035,,
2036,,
