year,Base case cost,Modeled non-residential energy efficiency
2017,267628.190063,297401.26294
2018,284323.364457,313148.29309
2019,307089.511358,334621.516022
2020,317207.798869,344165.170658
2021,324290.600127,350845.728904
2022,329855.658258,356094.738954
2023,333397.058887,359435.018076
2024,336432.545141,362298.114467
2025,339973.94577,365638.39359
2026,344021.260774,369455.855445
2027,347562.661403,372796.134567
2028,350598.147657,375659.230958
2029,354645.462661,379476.692813
2030,357175.034539,381862.606472
2031,361222.349544,385680.068326
