year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,26966.03,166275.65,384650.65,36948.46,137706.32,224309.36
2018,29070.86,178940.04,402882.52,38838.63,144661.53,235638.68
2019,31993.44,196529.47,436850.36,41459.95,154321.55,255125.7
2020,33342.52,204620.61,448733.68,42677.95,158765.16,262471.91
2021,34342.27,210601.01,466571.82,43584.84,162049.57,271841.45
2022,35050.26,214822.48,472894.52,44230.86,164367.97,275730.62
2023,35524.11,217636.79,486368.97,44666.32,165913.57,282357.07
2024,35939.92,220099.31,490128.79,45050.4,167265.98,284658.64
2025,36473.23,223265.4,494962.85,45540.57,169004.78,287617.79
2026,37066.66,226783.29,509859.2,46087.26,170936.78,295061.53
2027,37544.02,229597.6,514237.94,46531.3,172482.39,297729.46
2028,37962.92,232060.12,518069.34,46922.86,173834.79,300063.91
2029,38558.73,235578.0,533323.58,47475.14,175766.79,307672.05
2030,38862.66,237336.95,536111.42,47766.8,176732.8,309362.99
2031,39515.71,241206.62,552189.09,48367.77,178858.0,317431.44
