year,Base case cost,Modeled diesel efficiency
2019,197710.469533,350146.172926
2020,209251.943642,356644.45223
2021,218122.352863,360808.099328
2022,224502.534237,362799.317649
2023,228884.896854,363063.609466
2024,232413.95914,362639.353371
2025,237319.261777,363551.361479
2026,242744.373056,365019.064237
2027,247172.140645,365661.283447
2028,250717.642662,365580.732492
2029,256177.981936,367318.374194
2030,259113.648212,366836.474927
2031,265110.235859,369211.075823
2032,270614.414416,371210.145565
2033,276644.66437,373757.885266
2034,282259.223979,375996.49756
2035,286270.518379,376844.756826
2036,292340.693394,379630.312659
2037,295864.27577,380164.833842
2038,301964.981714,383104.743204
