year,Base case diesel consumed,Modeled non-residential ashp
2017,4885.16540332,-5668.49281857
2018,4885.16540332,-5668.49281857
2019,4885.16540332,-5668.49281857
2020,4885.16540332,-5668.49281857
2021,4885.16540332,-5668.49281857
2022,4885.16540332,-5668.49281857
2023,4885.16540332,-5668.49281857
2024,4885.16540332,-5668.49281857
2025,4885.16540332,-5668.49281857
2026,4885.16540332,-5668.49281857
2027,4885.16540332,-5668.49281857
2028,4885.16540332,-5668.49281857
2029,4885.16540332,-5668.49281857
2030,4885.16540332,-5668.49281857
2031,4885.16540332,-5668.49281857
