year,Base case diesel consumed,Modeled residential ashp
2017,13464.76357,-37179.3320177
2018,13464.76357,-37179.3320177
2019,13736.6278069,-36907.4677808
2020,13736.6278069,-36907.4677808
2021,14008.4920438,-36635.6035439
2022,14008.4920438,-36635.6035439
2023,14280.3562807,-36363.739307
2024,14280.3562807,-36363.739307
2025,14280.3562807,-36363.739307
2026,14552.2205176,-36091.8750701
2027,14552.2205176,-36091.8750701
2028,14552.2205176,-36091.8750701
2029,14824.0847545,-35820.0108332
2030,14824.0847545,-35820.0108332
2031,15095.9489914,-35548.1465963
