year,Base case cost,Modeled residential energy efficiency
2017,608960.001405,575393.274787
2018,638521.199128,599755.22703
2019,691976.055945,646481.167384
2020,711205.594441,662013.157563
2021,738413.269744,686217.534369
2022,748625.142556,694008.472251
2023,768726.046117,712158.932883
2024,774787.429493,716405.986221
2025,782580.636692,722186.611313
2026,804920.729411,742426.561921
2027,811967.404778,747618.762185
2028,818133.245724,752063.991678
2029,840995.626291,772894.051404
2030,845474.410944,775918.375178
2031,869620.533699,797963.522538
