year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,165525.0,145916.887088
2018,166614.0,147005.887088
2019,167709.0,148100.887088
2020,168800.0,149191.887088
2021,170973.0,151364.887088
2022,172060.0,152451.887088
2023,173146.0,153537.887088
2024,174258.0,154649.887088
2025,176395.0,156786.887088
2026,177490.0,157881.887088
2027,178585.0,158976.887088
2028,179690.0,160081.887088
2029,180784.0,161175.887088
2030,181881.0,162272.887088
2031,182966.0,163357.887088
2032,184063.0,164454.887088
2033,185162.0,165553.887088
2034,187297.0,167688.887088
2035,188396.0,168787.887088
2036,189522.0,169913.887088
