year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,75246.4260232,55682.3552572
2018,75246.4260232,55682.3552572
2019,75246.4260232,55682.3552572
2020,75246.4260232,55682.3552572
2021,75246.4260232,55682.3552572
2022,75246.4260232,55682.3552572
2023,75246.4260232,55682.3552572
2024,75246.4260232,55682.3552572
2025,75246.4260232,55682.3552572
2026,75246.4260232,55682.3552572
2027,75246.4260232,55682.3552572
2028,75246.4260232,55682.3552572
2029,75246.4260232,55682.3552572
2030,75246.4260232,55682.3552572
2031,75246.4260232,55682.3552572
