year,Base case cost,Modeled diesel efficiency
2019,7227936.36476,7816267.87758
2020,7721227.98192,8264714.80226
2021,8019331.68308,8535718.16696
2022,8247715.92328,8743340.2035
2023,8351614.43346,8837793.39458
2024,8448595.07634,8925957.61537
2025,8533848.17731,9003460.43444
2026,8666845.99839,9124367.54451
2027,8780053.44273,9227283.403
2028,8859944.86053,9299911.96464
2029,8911551.02934,9346826.66356
2030,8908736.53448,9344268.03187
2031,8991280.77295,9419308.24866
2032,9118480.10409,9534944.00424
2033,9269355.95225,9672103.8662
2034,9414465.95097,9804022.04685
2035,9476431.97072,9860354.79208
2036,9586786.55033,9960677.13718
2037,9581872.5029,9956209.82134
2038,9687881.0951,10052581.2688
