year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33958.1974495,25129.0661126
2018,33958.1974495,25129.0661126
2019,33958.1974495,25129.0661126
2020,33958.1974495,25129.0661126
2021,33958.1974495,25129.0661126
2022,33958.1974495,25129.0661126
2023,33958.1974495,25129.0661126
2024,33958.1974495,25129.0661126
2025,33958.1974495,25129.0661126
2026,33958.1974495,25129.0661126
2027,33958.1974495,25129.0661126
2028,33958.1974495,25129.0661126
2029,33958.1974495,25129.0661126
2030,33958.1974495,25129.0661126
2031,33958.1974495,25129.0661126
