year,Base case cost,Modeled residential energy efficiency
2017,229453.230209,208488.667278
2018,241972.20367,216691.040115
2019,251121.946924,220216.021278
2020,259654.999055,225527.019436
2021,265044.295137,228638.572985
2022,269535.375206,231133.107745
2023,263539.925392,223687.023424
2024,266147.227372,224859.050925
2025,259889.739373,217181.288481
2026,263249.680599,218870.512664
2027,266189.629171,220286.594865
2028,259539.083897,212258.698624
2029,262377.128731,213600.489401
2030,255059.110298,205064.630684
2031,258186.128693,206589.182647
2032,251735.030944,198548.323984
2033,255121.907547,200225.301876
2034,258508.78415,201914.396697
2035,250839.201496,192956.501794
2036,254095.059008,194537.966061
