year,Base case cost,Modeled biomass for heat (cordwood)
2017,225958.145827,261224.287687
2018,247122.905827,279300.326704
2019,271191.358685,299411.552128
2020,285818.888685,311690.686033
2021,295057.328685,319215.795246
2022,302756.028685,325393.412962
2023,301785.664104,323270.836892
2024,306320.884104,326668.406441
2025,305094.406962,324318.498618
2026,311029.286962,328966.854282
2027,316222.306962,332975.401041
2028,314621.882381,330292.236484
2029,319716.902381,334228.959233
2030,317136.617799,330679.98724
2031,322847.497799,335169.043288
2032,322110.190658,333221.956804
2033,328408.840658,338234.099706
2034,334707.490658,343257.729243
2035,332127.006076,339678.911833
2036,338299.656076,344598.713295
