year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,78388.0,69538.9927294
2018,78388.0,69538.9927294
2019,76987.0,68137.9927294
2020,76987.0,68137.9927294
2021,76987.0,68137.9927294
2022,76987.0,68137.9927294
2023,75587.0,66737.9927294
2024,75587.0,66737.9927294
2025,74186.0,65336.9927294
2026,74186.0,65336.9927294
2027,74186.0,65336.9927294
2028,72786.0,63936.9927294
2029,72786.0,63936.9927294
2030,71386.0,62536.9927294
2031,71386.0,62536.9927294
2032,69985.0,61135.9927294
2033,69985.0,61135.9927294
2034,69985.0,61135.9927294
2035,68585.0,59735.9927294
2036,68585.0,59735.9927294
