year,Base case diesel consumed,Modeled residential energy efficiency
2017,44429.7125391,31175.1592605
2018,44429.7125391,31175.1592605
2019,43029.2835909,29774.7303124
2020,43029.2835909,29774.7303124
2021,43029.2835909,29774.7303124
2022,43029.2835909,29774.7303124
2023,41628.8546428,28374.3013643
2024,41628.8546428,28374.3013643
2025,40228.4256946,26973.8724161
2026,40228.4256946,26973.8724161
2027,40228.4256946,26973.8724161
2028,38827.9967465,25573.443468
2029,38827.9967465,25573.443468
2030,37427.5677983,24173.0145198
2031,37427.5677983,24173.0145198
2032,36027.1388502,22772.5855717
2033,36027.1388502,22772.5855717
2034,36027.1388502,22772.5855717
2035,34626.7099021,21372.1566235
2036,34626.7099021,21372.1566235
