year,Base case diesel consumed,Modeled non-residential ashp
2017,509159.549624,456954.637443
2018,507531.800912,455326.888731
2019,509159.549624,456954.637443
2020,509159.549624,456954.637443
2021,510787.298336,458582.386154
2022,512415.047047,460210.134866
2023,514042.795759,461837.883578
2024,517298.293183,465093.381002
2025,518926.041895,466721.129714
2026,518926.041895,466721.129714
2027,518926.041895,466721.129714
2028,520553.790607,468348.878426
2029,522181.539318,469976.627137
2030,522181.539318,469976.627137
2031,522181.539318,469976.627137
