year,Base case cost,Modeled residential energy efficiency
2017,3231622.9448,3151354.05879
2018,3384197.70373,3293716.29086
2019,3632061.45095,3526942.08292
2020,3736285.17173,3624697.87002
2021,3826523.29276,3710170.14518
2022,3895201.86322,3775444.54002
2023,3953177.11548,3830696.45179
2024,4008653.77123,3884471.01973
2025,4061736.10685,3935170.43242
2026,4112137.40829,3982507.9758
2027,4151338.42052,4019326.0651
2028,4199374.92535,4065320.06455
2029,4258917.54769,4122139.3464
2030,4287109.41341,4148629.12431
2031,4337854.7717,4196310.72454
2032,4382961.75684,4238694.36919
2033,4433707.11513,4286375.96942
2034,4484452.47342,4334057.56965
2035,4533750.52002,4381313.11088
2036,4590325.39415,4434483.80939
