year,Base case diesel consumed,Modeled diesel efficiency
2019,223496.049513,203178.22683
2020,223414.814557,203104.37687
2021,224192.386132,203811.26012
2022,225297.159251,204815.599319
2023,226535.959504,205941.781368
2024,228018.331389,207289.392172
2025,228753.436187,207957.669261
2026,229193.433119,208357.666472
2027,229489.937343,208627.215767
2028,229710.367517,208827.606834
2029,230594.109929,209631.009026
2030,231404.772382,210367.974892
2031,230962.630152,209966.027411
2032,231257.275965,210233.887241
2033,231036.341075,210033.03734
2034,231257.300822,210233.909838
2035,231699.294562,210635.722329
2036,231846.634094,210769.667358
2037,232067.621741,210970.565219
2038,230815.317903,209832.107185
