year,Base case cost,Modeled wind power
2019,744241.844877,967083.602578
2020,786420.147241,1004963.2662
2021,820544.133242,1035919.83417
2022,847117.318784,1060230.57827
2023,869898.084496,1081201.39083
2024,886991.309103,1097163.39471
2025,905863.6073,1114451.98389
2026,928233.404132,1134785.58343
2027,945498.541854,1150467.01214
2028,960189.336223,1163800.34164
2029,982330.908296,1184131.96055
2030,997354.568965,1198024.4005
2031,1016235.57267,1214869.2069
2032,1036032.59632,1232856.2774
2033,1055836.07871,1250623.56249
2034,1077659.02183,1270410.30831
2035,1093620.67033,1285014.49194
2036,1117500.77633,1306632.1565
2037,1130169.31788,1318169.47732
2038,1147152.12998,1332889.84797
