year,Base case cost,Modeled diesel efficiency
2019,744241.844877,984974.537152
2020,786420.147241,1023318.44839
2021,820544.133242,1054340.25385
2022,847117.318784,1078497.69525
2023,869898.084496,1099207.48226
2024,886991.309103,1114746.77736
2025,905863.6073,1131903.41208
2026,928233.404132,1152239.59102
2027,945498.541854,1167935.17077
2028,960189.336223,1181290.43837
2029,982330.908296,1201419.14026
2030,997354.568965,1215077.0136
2031,1016235.57267,1232241.56242
2032,1036032.59632,1250238.85665
2033,1055836.07871,1268242.02245
2034,1077659.02183,1288081.06165
2035,1093620.67033,1302591.6512
2036,1117500.77633,1324300.83848
2037,1130169.31788,1335817.69443
2038,1147152.12998,1351256.61452
