year,Base case cost,Modeled solar power (pv)
2016,4462233.68845,4726457.92267
2017,5475230.47295,5718038.16069
2018,6220286.23343,6445790.10732
2019,7227936.36476,7432377.65209
2020,7721227.98192,7912307.49956
2021,8019331.68308,8200138.34624
2022,8247715.92328,8419268.44784
2023,8351614.43346,8515700.58989
2024,8448595.07634,8605387.90289
2025,8533848.17731,8683516.96631
2026,8666845.99839,8808782.63549
2027,8780053.44273,8914816.13133
2028,8859944.86053,8988078.94162
2029,8911551.02934,9032833.88695
2030,8908736.53448,9024075.18553
2031,8991280.77295,9099702.69174
2032,9118480.10409,9220142.4002
2033,9269355.95225,9364046.74003
2034,9414465.95097,9502341.71219
2035,9476431.97072,9558725.65678
