year,Base case cost,Modeled wind power
2019,7227936.36476,6909443.55139
2020,7721227.98192,7208622.81534
2021,8019331.68308,7371134.66098
2022,8247715.92328,7481257.08682
2023,8351614.43346,7500671.5256
2024,8448595.07634,7513990.29092
2025,8533848.17731,7516384.44011
2026,8666845.99839,7550839.51136
2027,8780053.44273,7574503.88813
2028,8859944.86053,7573833.97255
2029,8911551.02934,7537375.11358
2030,8908736.53448,7463676.6368
2031,8991280.77295,7451331.46212
2032,9118480.10409,7484321.48432
2033,9269355.95225,7533418.23387
2034,9414465.95097,7577397.73319
2035,9476431.97072,7563568.5085
2036,9586786.55033,7574044.53615
2037,9581872.5029,7502791.80281
2038,9687881.0951,7510115.79368
