year,Base case cost,Modeled water and wastewater efficiency
2017,46551.3486846,39096.2372954
2018,49442.9928134,40968.4463668
2019,53390.2131209,43577.8227272
2020,55294.4891174,44769.6206438
2021,56616.2700804,45559.4487658
2022,57545.5531947,46079.2897781
2023,58280.5470448,46466.9732625
2024,58818.626216,46720.5594166
2025,59452.341842,47043.462336
2026,60276.9725397,47501.8594914
2027,60909.670453,47829.4962014
2028,61446.2776792,48092.9455403
2029,62254.2766808,48547.4461774
2030,62681.9451147,48740.0406369
2031,63502.9766325,49208.7571671
