year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,445920
2004,,0,0,0,0,0,442400
2005,,0,0,0,0,0,439200
2006,,0,0,0,0,0,435596
2007,,0,0,0,0,0,411463
2008,,0,0,0,0,0,413763
2009,,0,0,0,0,0,428649
2010,,0,0,0,0,0,413647
2011,,0,0,0,0,0,419657
2012,,0,0,0,0,0,420335
2013,,0,0,0,0,0,407033
2014,start of forecast,0,0,0,0,415000,0
2015,,0,0,0,0,415000,0
2016,,0,0,0,0,414000,0
2017,,0,0,0,0,414000,0
2018,,0,0,0,0,413000,0
2019,,0,0,0,0,412000,0
2020,,0,0,0,0,411000,0
2021,,0,0,0,0,410000,0
2022,,0,0,0,0,409000,0
2023,,0,0,0,0,408000,0
2024,,0,0,0,0,407000,0
2025,,0,0,0,0,406000,0
2026,,0,0,0,0,404000,0
2027,,0,0,0,0,403000,0
2028,,0,0,0,0,402000,0
2029,,0,0,0,0,401000,0
2030,,0,0,0,0,400000,0
2031,,0,0,0,0,399000,0
2032,,0,0,0,0,398000,0
2033,,0,0,0,0,397000,0
2034,,0,0,0,0,397000,0
2035,,0,0,0,0,396000,0
2036,,0,0,0,0,395000,0
2037,,0,0,0,0,395000,0
2038,,0,0,0,0,394000,0
2039,,0,0,0,0,394000,0
2040,,0,0,0,0,394000,0
