year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,5303.51,34889.3,59268.91
2018,0.0,5300.96,34889.3,58291.28
2019,0.0,5297.47,34889.3,58291.28
2020,0.0,5293.96,34889.3,57313.66
2021,0.0,5290.63,34889.3,56336.04
2022,0.0,5287.01,34889.3,56336.04
2023,0.0,5283.45,34889.3,55358.41
2024,0.0,5279.7,34889.3,54380.79
2025,0.0,5275.92,34889.3,53403.17
2026,0.0,5272.03,34889.3,53403.17
2027,0.0,5268.35,34889.3,52425.54
2028,0.0,5264.77,34889.3,51447.92
2029,0.0,5259.8,34889.3,50470.3
2030,0.0,5255.35,34889.3,49492.67
2031,0.0,5251.66,34889.3,48515.05
2032,0.0,5249.07,34889.3,48515.05
2033,0.0,5246.84,34889.3,47537.43
2034,0.0,5244.76,34889.3,47537.43
2035,0.0,5242.7,34889.3,47537.43
2036,0.0,5240.64,34889.3,46559.8
2037,0.0,5238.67,34889.3,46559.8
2038,0.0,5237.07,34889.3,45582.18
2039,0.0,5235.96,34889.3,45582.18
2040,0.0,5235.27,34889.3,45582.18
