year,Base case cost,Modeled non-residential energy efficiency
2017,177323.260688,210229.937931
2018,190688.876713,221679.172026
2019,208955.218614,237780.027659
2020,217865.629298,245079.150333
2021,224102.916776,249881.876873
2022,228558.122118,253028.392922
2023,232122.286391,255358.898395
2024,234795.409596,256872.81241
2025,237914.053335,258830.75982
2026,241923.738143,261652.584021
2027,245042.381882,263656.154543
2028,247715.505087,265261.340461
2029,251725.189895,268149.215315
2030,253952.792566,269376.493703
2031,257962.477373,272305.862542
