year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5303.51465984,3447.2845289
2018,5300.96176557,3445.62514762
2019,5297.4660441,3443.35292866
2020,5293.96114537,3441.07474449
2021,5290.62683548,3438.90744306
2022,5287.0091106,3436.55592189
2023,5283.45454677,3434.2454554
2024,5279.69565424,3431.80217525
2025,5275.91867712,3429.34714013
2026,5272.02806409,3426.81824166
2027,5268.3450188,3424.42426222
2028,5264.77479967,3422.10361979
2029,5259.79803243,3418.86872108
2030,5255.35462521,3415.98050638
2031,5251.66348234,3413.58126352
