year,annotation,diesel generation efficiency
2002,,12.53
2003,,12.47
2004,,12.3
2005,,12.46
2006,,12.84
2007,,12.84
2008,,13.26
2009,,12.8
2010,,11.94
2011,,12.48
2012,,12.99
2013,,12.89
2014,start of forecast,12.79
2015,,12.79
2016,,12.79
2017,,12.79
2018,,12.79
2019,,12.79
2020,,12.79
2021,,12.79
2022,,12.79
2023,,12.79
2024,,12.79
2025,,12.79
2026,,12.79
2027,,12.79
2028,,12.79
2029,,12.79
2030,,12.79
2031,,12.79
2032,,12.79
2033,,12.79
2034,,12.79
2035,,12.79
2036,,12.79
2037,,12.79
2038,,12.79
2039,,12.79
2040,,12.79
