year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34889.2975762,25818.0802064
2018,34889.2975762,25818.0802064
2019,34889.2975762,25818.0802064
2020,34889.2975762,25818.0802064
2021,34889.2975762,25818.0802064
2022,34889.2975762,25818.0802064
2023,34889.2975762,25818.0802064
2024,34889.2975762,25818.0802064
2025,34889.2975762,25818.0802064
2026,34889.2975762,25818.0802064
2027,34889.2975762,25818.0802064
2028,34889.2975762,25818.0802064
2029,34889.2975762,25818.0802064
2030,34889.2975762,25818.0802064
2031,34889.2975762,25818.0802064
