year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,190328.09,9408.18,504504.71,245188.91
2018,191853.66,9427.85,504504.71,249512.96
2019,193083.67,9447.86,504504.71,252756.0
2020,195221.64,9465.14,504504.71,255999.04
2021,197468.58,9490.79,504504.71,260323.09
2022,199020.94,9508.39,504504.71,263566.13
2023,201319.31,9531.56,504504.71,267890.18
2024,202850.14,9548.27,504504.71,271133.22
2025,204621.19,9567.73,504504.71,274376.26
2026,207582.62,9598.8,504504.71,279781.32
2027,209556.36,9620.08,504504.71,284105.37
2028,211609.32,9641.94,504504.71,287348.41
2029,213391.36,9661.56,504504.71,291672.46
2030,215304.8,9682.05,504504.71,294915.5
2031,217494.61,9704.98,504504.71,299239.55
2032,220094.94,,,304644.62
2033,222147.03,,,307887.66
2034,224473.38,,,312211.71
2035,226594.38,,,316535.76
2036,228578.41,,,320859.81
