year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,40832.95,2189627.16,1227939.07,65960.33,747749.71,727709.75
2018,43275.24,2315753.34,1311972.74,68292.16,771569.26,762577.95
2019,46673.88,2492329.99,1417489.68,71488.76,804916.63,804680.81
2020,48273.67,2573050.74,1476636.92,73058.22,820161.14,829238.13
2021,49448.45,2628546.26,1530214.17,74315.72,830641.74,852416.52
2022,50395.91,2673951.68,1572998.14,75307.51,839216.77,870750.11
2023,50995.29,2699176.92,1612199.18,76032.34,843980.68,888476.86
2024,51562.1,2724402.15,1645272.88,76677.14,848744.59,903133.93
2025,52241.27,2754672.43,1681414.65,77446.48,854461.28,918923.9
2026,53082.83,2789987.76,1734122.31,78457.81,861130.76,942401.05
2027,53777.71,2820258.05,1777969.69,79259.14,866847.45,961787.47
2028,54381.98,2845483.28,1812632.48,79984.38,871611.36,976974.91
2029,55072.35,2875753.56,1857409.53,80770.76,877328.05,996671.61
2030,55576.43,2895933.75,1889858.26,81396.17,881139.18,1011011.18
2031,56387.41,2931249.08,1938514.13,82321.83,887808.65,1032111.38
2032,,,1997900.44,,,1057926.49
2033,,,2040720.86,,,1076054.43
2034,,,2094358.19,,,1098926.14
2035,,,2136025.95,,,1117367.26
2036,,,2190874.01,,,1140643.07
