year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,57491.11,9082.44,101084.62,54979.18
2018,57491.11,9075.86,101084.62,54979.18
2019,57491.11,9068.98,101084.62,55801.36
2020,57491.11,9061.75,101084.62,55801.36
2021,57491.11,9054.57,101084.62,55801.36
2022,57491.11,9048.04,101084.62,56623.54
2023,57491.11,9041.75,101084.62,56623.54
2024,57491.11,9035.17,101084.62,56623.54
2025,57491.11,9028.0,101084.62,57445.72
2026,57491.11,9019.47,101084.62,57445.72
2027,57491.11,9010.94,101084.62,58267.9
2028,57491.11,9001.91,101084.62,58267.9
2029,57491.11,8992.76,101084.62,59090.08
2030,57491.11,8982.9,101084.62,59090.08
2031,57491.11,8973.05,101084.62,59912.26
2032,57491.11,,,59912.26
2033,57491.11,,,60734.45
2034,57491.11,,,60734.45
2035,57491.11,,,61556.63
2036,57491.11,,,61556.63
