year,Base case diesel consumed,Modeled residential ashp
2017,9584.43135881,-44854.5332804
2018,9764.97110575,-44673.9935334
2019,9945.5108527,-44493.4537865
2020,10306.5903466,-44132.3742926
2021,10487.1300935,-43951.8345456
2022,10667.6698405,-43771.2947987
2023,11028.7493343,-43410.2153048
2024,11209.2890813,-43229.6755579
2025,11389.8288282,-43049.1358109
2026,11570.3685752,-42868.596064
2027,11931.448069,-42507.5165701
2028,12111.987816,-42326.9768232
2029,12292.5275629,-42146.4370762
2030,12473.0673099,-41965.8973293
2031,12653.6070568,-41785.3575824
