year,population
2003,311.0
2004,313.0
2005,304.0
2006,298.0
2007,296.0
2008,319.0
2009,314.0
2010,312.0
2011,315.0
2012,321.0
2013,327.0
2014,332.0
2015,338.0
2016,344.0
2017,350.0
2018,355.0
2019,361.0
2020,366.0
2021,372.0
2022,377.0
2023,383.0
2024,389.0
2025,394.0
2026,399.0
2027,405.0
2028,410.0
2029,415.0
2030,420.0
2031,425.0
2032,430.0
2033,435.0
2034,440.0
2035,444.0
2036,449.0
2037,453.0
2038,458.0
2039,462.0
2040,467.0
