year,Base case cost,Modeled non-residential energy efficiency
2017,922028.803652,949248.272563
2018,974748.306952,994056.188115
2019,1045040.97802,1054915.78005
2020,1078589.75285,1082437.60437
2021,1100955.60273,1099861.26639
2022,1118528.7705,1112995.44866
2023,1129711.69544,1120385.97125
2024,1140894.62038,1127841.59225
2025,1152077.54533,1135360.78609
2026,1166455.59168,1145847.22323
2027,1179236.07733,1154941.70792
2028,1188821.44157,1161190.2389
2029,1201601.92721,1170401.74957
2030,1209589.73074,1175311.98356
2031,1223967.7771,1186087.67903
