year,Base case cost,Modeled diesel efficiency
2019,299102.991577,476323.546771
2020,320346.042868,490844.51153
2021,335855.85484,500265.727185
2022,348970.769375,507619.418356
2023,358720.682688,512021.102686
2024,368595.006258,516640.46216
2025,378593.740083,521475.046071
2026,390550.454374,528189.343031
2027,401420.059995,534012.752534
2028,410553.846324,538353.254833
2029,421999.589918,544888.418148
2030,430399.503841,548745.349672
2031,442713.897619,556249.478032
2032,456141.31887,564851.952065
2033,468400.912892,572477.24
2034,481775.015462,581198.212917
2035,491710.803622,586874.00708
2036,505358.904971,596003.305107
2037,515138.439774,601692.554048
2038,529053.134529,611216.068406
