year,Base case cost,Modeled transmission and interties
2021,70505149.0038,
2022,72787595.5783,
2023,74524226.4612,
2024,75876901.6398,
2025,77406064.6333,
2026,79531403.2826,
2027,81275239.0644,
2028,82644384.1761,
2029,84517794.1686,
2030,85456283.0464,
2031,87565773.6433,
2032,89738225.3448,
2033,91933095.7285,
2034,94337950.0178,
2035,95801995.1446,
2036,98176769.9718,
2037,99589967.0447,
2038,101793468.194,
2039,103856608.843,
2040,106495455.109,
