year,Base case cost,Modeled water and wastewater efficiency
2017,111938.039288,101838.188024
2018,119594.515512,106647.150524
2019,129684.122424,113178.9531
2020,134471.956527,115998.965843
2021,137810.137885,117813.789078
2022,140273.944945,119026.807694
2023,142101.126916,119804.862501
2024,143497.736544,120292.344828
2025,145094.730379,120932.083322
2026,147309.581597,122016.966838
2027,148858.634483,122645.090355
2028,150378.870577,123263.56926
2029,152142.705548,124063.884427
2030,153169.020754,124355.806187
2031,155152.166844,125330.531152
