year,Base case diesel consumed,Modeled residential ashp
2017,15498.4247361,-86462.3109351
2018,15498.4247361,-86462.3109351
2019,15697.800747,-86262.9349243
2020,15697.800747,-86262.9349243
2021,15897.1767578,-86063.5589135
2022,15897.1767578,-86063.5589135
2023,16096.5527686,-85864.1829027
2024,16295.9287794,-85664.8068919
2025,16295.9287794,-85664.8068919
2026,16495.3047902,-85465.4308811
2027,16495.3047902,-85465.4308811
2028,16495.3047902,-85465.4308811
2029,16495.3047902,-85465.4308811
2030,16295.9287794,-85664.8068919
2031,16295.9287794,-85664.8068919
