year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,64258.34,642681.98,670400.96,47679.7,258180.77,213974.09
2018,67894.51,678934.92,706087.22,51700.0,279867.27,231947.35
2019,72684.31,726581.65,762675.81,56999.82,308369.53,257980.38
2020,74959.12,749369.21,785395.74,59512.84,322001.04,269384.43
2021,76540.78,764906.19,811058.57,61269.36,331295.26,279750.2
2022,77707.05,776299.97,822562.81,62566.89,338111.02,285505.52
2023,78569.73,784586.35,841350.72,63531.39,343067.93,292373.53
2024,79227.45,790801.14,858204.35,64270.28,346785.62,298253.26
2025,79981.32,798051.73,865708.86,65113.41,351122.92,301983.56
2026,81030.78,808409.72,887152.46,66278.8,357319.06,310106.31
2027,81764.82,815660.31,894748.79,67093.81,361656.36,313870.52
2028,82487.06,822910.89,902345.12,67891.82,365993.66,317634.73
2029,83323.26,831197.28,911026.64,68819.44,370950.58,321936.68
2030,83814.88,836376.27,905375.57,69354.14,374048.65,321700.85
2031,84755.17,845698.46,915024.24,70397.0,379625.18,326496.95
